person,year_raw,event,type,subtype,phase
simmons,인터뷰 시점,"Rachel Kirby의 사회적 내비게이션용 omnidirectional humanoid ""COMPANION"" 도입",연구·프로젝트,proj_start,senior
simmons,인터뷰 시점,Atacama Desert Trek 등 NASA 프로젝트 협업,연구·프로젝트,proj_start,senior
simmons,2010년 11월 23일,"Pittsburgh, PA에서 Peter Asaro와 Selma Šabanović의 ETHW 구술 인터뷰",개인사,personal_other,senior
sims,1949년 6월 3일,미국 Tennessee 주 Memphis 출생,개인사,birth,k12
sims,~11세,Arkansas에서 성장,개인사,personal_other,k12
sims,11세경,New Jersey로 이주,개인사,relocation,k12
sims,대학,Rutgers University 학부 (물리학 전공),교육,bs_enroll,undergrad
sims,대학원,"Rutgers 대학원에서 수학/컴퓨터과학으로 전환, Saul Amarel 지도",교육,phd_enroll,grad
sims,박사 시기,"surreal numbers 도메인 기반의 수학적 발견 시스템 ""IL"" 연구 (Tom Mitchell 위원회 참여)",교육,phd_thesis,grad
sims,1983~1984경,"NASA Langley Faculty Fellow, 우주정거장 로봇팔 안전 정지 시스템 개발 (첫 robotics 경험)",수상·명예,fellow,grad
sims,1987,박사 학위 수여 직후 Peter Friedland가 만든 NASA Ames AI 그룹의 첫(혹은 둘째) 채용,직업 이력,hire,early_career
sims,1987~2013,NASA Ames Research Center Principal Research Scientist,직업 이력,hire,early_career
sims,1990,Rutgers Ph.D. (수학/CS/AI/머신러닝) 학위 취득,교육,phd_graduate,early_career
sims,NASA Ames 초기,우주정거장 PUMA arm 작업에서 행성 표면(field) 로봇으로 연구 방향 전환,실패·전환,pivot,early_career
sims,1990년경,"Carnegie Mellon Field Robotics Center와 Dante, Ambler 등 협업 시작",네트워크,collab_start,early_career
sims,1990년대 초,"Russia VNIITRANSMASH의 Marsokhod로버 도입, IKI(Slavo Linkin)와 협력",네트워크,collab_start,early_career
sims,1990년대,Carl Ruoff 등과 Kamchatka 현장 시험,연구·프로젝트,demo,early_career
sims,1990년대 후반,"Antarctica Ross Ice Cap에서 TROV(Telerobotic Undersea Vehicle) 시험, Smithsonian Air & Space Museum 시연",연구·프로젝트,demo,mid_career
sims,1997~2015,"JPL Pathfinder, MER 미션 참여",연구·프로젝트,proj_start,mid_career
sims,1998년경,Deep Space 1 자율 우주선 AI 제어 팀 참여,연구·프로젝트,proj_start,mid_career
sims,2000년경,Steve Squyres가 MER 공동연구 합류 제안; 2~3차례 Discovery 제안 끝에 채택,네트워크,collab_start,mid_career
sims,2003,"MER (Spirit, Opportunity) 발사",연구·프로젝트,demo,mid_career
sims,2004,"MER 화성 착륙, 7년+ 운영",연구·프로젝트,breakthrough,mid_career
sims,2003년경 이후,Mark Maimone(CMU 출신)을 통해 CMU 알고리즘 이식,네트워크,collab_start,mid_career
sims,NASA Ames 시기,"Ames 로봇 그룹장으로 ""한 명이 100대의 로봇 제어"" 비전 제시",직업 이력,admin_role,mid_career
sims,NASA Ames 시기,"Discovery 클래스 미션 Victoria(달 남극 영구 그늘 크레이터), Long Day's Drive(화성 북극) 제안",연구·프로젝트,proj_start,mid_career
sims,NASA Ames 후반,"Connect Lab 설립, ""Human 2.0""(집단적 인류 행위주체) 개념 연구",연구·프로젝트,proj_start,senior
sims,NASA Ames 후반,UCSD CalIT2와 hyperwall(8x6 디스플레이) 고대역 협업 시스템 구축,연구·프로젝트,proj_start,senior
sims,인터뷰 시점,Phone-sat (Android phone 기반 위성) 발사 준비 중,연구·프로젝트,proj_start,senior
sims,2011년 6월 9일,"Mountain View, CA에서 Selma Šabanović와 Peter Asaro의 ETHW 구술 인터뷰",개인사,personal_other,senior
sims,2013,"NASA Ames 퇴직, Moon Express 합류 (VP for Software, Chief Robotics Officer)",직업 이력,move,senior
sims,2015년 5월,Moon Express 퇴사,직업 이력,move,senior
sims,2015,Mars Institute Senior Research Scientist 합류,직업 이력,hire,senior
steels,1952. 1. 22.,벨기에 안트베르펜 인근 마을에서 출생,개인사,birth,k12
steels,학부/대학원 시절,안트베르펜 대학교에서 언어학 전공 (학사·석사),교육,bs_major,undergrad
steels,1974,언어학 석사 학위 취득,교육,ms_graduate,grad
steels,1977,언어학 박사 학위 취득,교육,phd_graduate,grad
steels,1977,"MIT로 이주, AI 랩에서 Marvin Minsky 지도하 컴퓨터 과학 연구 시작",교육,phd_enroll,grad
steels,1979,MIT에서 컴퓨터 과학 석사 학위 취득; Society of Mind 영향 받은 분산 문제 해결 박사논문,교육,ms_graduate,grad
steels,MIT 직후,"Schlumberger 입사, 지질·석유 탐사용 지식공학 적용 연구",직업 이력,hire,early_career
steels,1980,Schlumberger-Doll 연구원,직업 이력,hire,early_career
steels,1982,Schlumberger 지질 전문가 시스템 프로그램 리더로 승진,직업 이력,promotion,early_career
steels,1983,"벨기에 귀국, Vrije Universiteit Brussel(VUB) 컴퓨터과학 정교수 부임 및 AI 랩 설립",직업 이력,hire,mid_career
steels,1984~1985,"Oxford의 동물행동학자 David McFarland와 협력, ""agent"" 개념 형성",네트워크,collab_start,mid_career
steels,1986~1990년대 초,"행동 기반 로보틱스, LEGO 차량 생태계 실험 (Elmer/Elsie 영향)",연구·프로젝트,proj_start,mid_career
steels,1988,Chris Langton 방문; Rodney Brooks와 유럽 워크숍 공동 조직,학회·커뮤니티,conf_create,mid_career
steels,1989,VUB 컴퓨터과학과 공동 설립 및 학과장 취임,직업 이력,admin_role,mid_career
steels,1994,"일본 Sony Tokyo 그룹과 장기 협력 시작 (AIBO 이전), 도쿄 1년 체류",네트워크,collab_start,mid_career
steels,1994,"언어 연구로 다시 전환, 진화적 언어 시스템 연구 프로그램 시작",실패·전환,pivot,mid_career
steels,1995,VUB 학과장직 종료,직업 이력,admin_role,mid_career
steels,1996,Sony Computer Science Lab Paris 공동 설립 및 운영 디렉터,직업 이력,admin_role,mid_career
steels,2000년대 초,Sony QRIO 휴머노이드로 공간 언어 실험 (학생 Michael Spranger 등),연구·프로젝트,proj_start,senior
steels,2007년경 이후,Sony QRIO 휴머노이드 사용 (인터뷰 시점 기준 약 7년),연구·프로젝트,proj_start,senior
steels,2011년경,CSIC·UPF 진화생물학 연구소 CREA Research Professor,직업 이력,move,senior
steels,2011. 7. 8.,Brussels에서 Peter Asaro와 인터뷰 진행,개인사,personal_other,senior
steels,2011. 7. 18.,바르셀로나 IJCAI 개막에서 휴머노이드 로봇 오페라 공연 예정,연구·프로젝트,demo,senior
steels,경력 누계,"30명 이상 박사 지도, 200편 이상 논문, 15권 편서",네트워크,student_notable,senior
sugano,1958. 9. 29.,"일본 도쿄 출생, 도쿄/치바 지역에서 성장",개인사,birth,k12
sugano,중학교 시절,"로봇·로켓·컴퓨터 등 첨단기술에 관심, Ichiro Kato/Masahiro Mori 두 교수에게 매료",네트워크,influence,k12
sugano,1977 (학부 1년),"Waseda University 입학 후 Kato Laboratory 방문, 친구와 견학",교육,bs_enroll,undergrad
sugano,학부 시절,"Kato Laboratory 입실, 의족(슬하부 의지) 연구",네트워크,mentor_meet,undergrad
sugano,1981,Waseda 기계공학 학사 학위 취득,교육,bs_graduate,undergrad
sugano,석사 과정 시작,"WABOT-2 (피아노 연주 로봇) 신규 프로젝트 참여, 16비트 마이크로컴퓨터 도입",연구·프로젝트,proj_start,grad
sugano,1983,Waseda 기계공학 석사 학위 취득,교육,ms_graduate,grad
sugano,1985,Tsukuba Exposition에서 WABOT-2가 6개월간 매일 전자오르간 연주 시연,연구·프로젝트,demo,grad
sugano,1987~1991,Waseda University 연구조교(research associate),직업 이력,hire,grad
sugano,1989,Waseda 기계공학 박사 학위 취득 (피아노 연주 로봇 주제),교육,phd_graduate,grad
sugano,1991,Waseda 기계공학과 정식 교원 임용,직업 이력,hire,early_career
sugano,박사 직전~Stanford,"Kato 교수와 ""kokoro(마음)"" 로봇 신규 프로젝트 시작",연구·프로젝트,proj_start,early_career
sugano,1993~1994,"Stanford University 기계공학과 방문연구원, Bernie Roth, Oussama Khatib와 토론",교육,sabbatical_visit,early_career
sugano,Stanford 체류 중,멘토 Ichiro Kato 교수 별세,개인사,death,early_career
sugano,1994년경 이후,TWENDY-ONE 등 인간 공생형 로봇 및 WAMOEBA 프로젝트 본격 시작,연구·프로젝트,proj_start,early_career
sugano,2000,Waseda Humanoid Robotics Institute 멤버,직업 이력,admin_role,mid_career
sugano,2000~2007,TWENDY-ONE 시스템 7년간 기업 비공개 협력 개발,창업·산업,industry_collab,mid_career
sugano,2001~2012,Waseda WABOT-HOUSE 랩 디렉터,직업 이력,admin_role,mid_career
sugano,2007. 11.,TWENDY-ONE 시스템 보도자료 발표; 2일 뒤 Willow Garage 방문,연구·프로젝트,demo,mid_career
sugano,2008,IEEE RAS Distinguished Award 수상,수상·명예,lifetime_award,mid_career
sugano,2011,Waseda Creative Science and Engineering 부학장 취임,직업 이력,admin_role,senior
sugano,2012,Chubu-Area Industries Techno-Innovation 연구소장 취임,직업 이력,admin_role,senior
sugano,2012,RSJ Distinguished Service Award 수상,수상·명예,lifetime_award,senior
sugano,2013,MEXT Leading Graduate Program (Waseda Embodiment Informatics) 코디네이터,직업 이력,admin_role,senior
sugano,2014. 9. 15.,시카고에서 Peter Asaro와 인터뷰 진행 (당시 55세),개인사,personal_other,senior
sugano,인터뷰 시점,Fukushima 원전 사고 관련 로봇 협력 프로젝트 진행 중,연구·프로젝트,proj_start,senior
sukhatme,출생~21세,인도에서 출생·성장,개인사,birth,k12
sukhatme,학부 시절,IIT Bombay 컴퓨터과학·공학 전공,교육,bs_major,undergrad
sukhatme,1989년경 (학부),"Grey Walter 거북이 로봇, SRI Shakey 등에 관한 자료를 읽고 로봇공학에 매료",네트워크,influence,undergrad
sukhatme,1991,"IIT Bombay 학사 (B.Tech, Computer Science and Engineering) 취득",교육,bs_graduate,undergrad
sukhatme,1991,"USC 대학원 입학, 21세에 미국 이주",교육,ms_enroll,grad
sukhatme,1991년 말~1992 초,"George Bekey의 로봇공학 입문 강의 수강, Michael Arbib 강의도 수강",네트워크,mentor_meet,grad
sukhatme,대학원 초기,"Bekey 랩 합류; 로봇 핸드 그래스핑/플래너 연구, 자율 헬리콥터 프로젝트 보조",교육,phd_advisor,grad
sukhatme,1993,USC 컴퓨터과학 석사 학위 취득,교육,ms_graduate,grad
sukhatme,1993~1994,JPL/NASA 지원 모바일 로봇 벤치마킹 박사논문 프로젝트 시작,교육,phd_thesis,grad
sukhatme,1997,USC 컴퓨터과학 박사 학위 취득,교육,phd_graduate,grad
sukhatme,1997,USC 전임강사(Research Associate)로 합류,직업 이력,hire,early_career
sukhatme,1997. 12.,USC Research Assistant Professor 승진,직업 이력,promotion,early_career
sukhatme,2000,USC Assistant Professor 승진,직업 이력,promotion,early_career
sukhatme,2000,USC Robotic Embedded Systems Lab 설립 및 운영,직업 이력,admin_role,early_career
sukhatme,2002,NSF Career Award 수상,수상·명예,paper_award,early_career
sukhatme,2002,USC Robotics Research Lab 공동 디렉터; CENS(UCLA) Co-PI 시작 (8월),직업 이력,admin_role,early_career
sukhatme,2000년대 초~중반,CENS 참여 통해 마린/수중 로봇 연구로 본격 전환 (David Caron과 협력),실패·전환,pivot,early_career
sukhatme,2005,USC Associate Professor 승진 (전기공학 겸직),직업 이력,promotion,early_career
sukhatme,2006,Okawa Foundation Research Award 수상,수상·명예,paper_award,early_career
sukhatme,2009,USC 정교수 승진 (전기공학 겸직),직업 이력,promotion,mid_career
sukhatme,2009. 9.,USC 컴퓨터과학과 연구 디렉터,직업 이력,admin_role,mid_career
sukhatme,2010. 11. 11.,Los Angeles에서 Peter Asaro와 인터뷰 진행,개인사,personal_other,mid_career
sukhatme,인터뷰 시점,"박사 14명, 포스닥 7~8명 지도 (총 약 20명)",네트워크,student_notable,mid_career
taylor,출생,미국 버지니아 주 Hampton 출생,개인사,birth,k12
taylor,6세,펜실베이니아 주 Valley Forge 인근으로 이주,개인사,relocation,k12
taylor,고등학교 직후 여름,University of Pennsylvania에서 프로그래밍 과정 수강,교육,k12_graduate,k12
taylor,대학 시절,Bell Comm/Burroughs Corporation 등에서 여름 인턴,창업·산업,industry_collab,undergrad
taylor,1966~1970,"Johns Hopkins University 학부 (Interdepartmental Engineering, 전기공학+OR)",교육,bs_enroll,undergrad
taylor,1970,Johns Hopkins B.E.S. 학위 취득,교육,bs_graduate,undergrad
taylor,1970~1976,"Stanford University 박사과정 (AI Lab, 지도교수 Jerry Feldman)",교육,phd_enroll,grad
taylor,박사과정 중,"AL 언어 개발 참여, IBM의 Peter Will/David Grossman과 교류",연구·프로젝트,proj_start,grad
taylor,1976,"Stanford 컴퓨터과학 박사 학위 (""Synthesis of Manipulator Control Programs from Task Level Specifications"")",교육,phd_graduate,grad
taylor,박사 직후,군 복무 한 여름,개인사,personal_other,early_career
taylor,1976년경,IBM Research(Yorktown Heights) 로봇공학 그룹 합류 (Peter Will 매니저),직업 이력,hire,early_career
taylor,1976~1978,Poughkeepsie 메인프레임 백패널 와이어링 검사 로봇 프로젝트,연구·프로젝트,proj_start,early_career
taylor,1976년 후,AML 로봇 프로그래밍 언어 개발,연구·프로젝트,breakthrough,early_career
taylor,1978~1979,"IBM Boca Raton(Florida) 임시 발령, 7565 산업용 로봇 제품 아키텍트",직업 이력,move,early_career
taylor,1979년경,"IBM Research(Yorktown) 복귀, 매니저로 승진",직업 이력,promotion,early_career
taylor,1982,AML/X 객체지향 로봇 언어 개발 시작,연구·프로젝트,proj_start,mid_career
taylor,이후,4개 그룹 관리하는 second-line manager 승진 (Robot Systems & Technology 등),직업 이력,promotion,mid_career
taylor,관리직 중기,외과 수술 로봇 프로젝트 합류 결정 (UC Davis Bill Bargar/Howard Paul과 협업),실패·전환,pivot,mid_career
taylor,1980년대 후반,"Peter Kazanzides와 ROBODoc 프로토타입 1년 만에 개발, 동물용으로 UC Davis에 인계",연구·프로젝트,breakthrough,mid_career
taylor,이후,Integrated Surgical Systems 분사 설립,창업·산업,company_found,mid_career
taylor,이후,IBM Research 내 Computer-Assisted Surgery 그룹 신설 및 LARS 로봇 (Johns Hopkins와 공동) 개발,연구·프로젝트,proj_start,mid_career
taylor,1995,"Johns Hopkins University로 이직, John C. Malone 교수 부임",직업 이력,move,mid_career
taylor,1994,IEEE Fellow 선임,수상·명예,fellow,mid_career
taylor,1996~1997,NSF Engineering Research Center 제안서 작성,연구·프로젝트,proj_start,mid_career
taylor,1997,"NSF ERC 자금 획득 (Hopkins, CMU, MIT, Brigham and Women's Hospital)",연구·프로젝트,proj_start,mid_career
taylor,1995년 이후,"Greg Hager, Allison Okamura, Peter Kazanzides 등 영입",네트워크,collab_start,mid_career
taylor,이후,IBM이 Intuitive Surgical에 Taylor의 특허 포트폴리오 라이선스,창업·산업,commercialize,senior
taylor,2014. 9. 15.,시카고에서 Peter Asaro와 인터뷰 진행,개인사,personal_other,senior
taylor,인터뷰 시점,"Hopkins에서 의료 로봇/영상 가이드 수술 연구 총괄, 325편 이상의 논문",직업 이력,admin_role,senior
thorpe,출생,미국 미시간 출생,개인사,birth,k12
thorpe,어린 시절,의사 아버지 따라 미시간/일리노이/텍사스/델라웨어/벨기에 이주,개인사,relocation,k12
thorpe,어린 시절~청년,콩고(자이르)에서 7년간 거주 (아버지가 병원 운영),개인사,relocation,k12
thorpe,대학 시절,"North Park College(시카고) 자연과학 학사, 의사 지망에서 컴퓨터로 전환",교육,bs_graduate,undergrad
thorpe,대학 졸업 후 1년,콩고에서 고등학교 교사 (총 8년 콩고 거주),직업 이력,hire,early_career
thorpe,1979. 8.,Carnegie Mellon University 컴퓨터과학 박사과정 입학,교육,phd_enroll,grad
thorpe,1979,"Robotics Institute 출범과 함께 Raj Reddy 지도 학생으로 합류 (Lee Weiss, Jim Crowley와 함께 첫 RI 대학원생)",교육,phd_advisor,grad
thorpe,박사과정 초기,"Hans Moravec과 협력, Stanford 모바일 로봇 시각 시스템 개선 (15분→30초 이동 주기)",연구·프로젝트,breakthrough,grad
thorpe,1984. 8.,Autonomous Land Vehicle 제안서 제출,연구·프로젝트,proj_start,grad
thorpe,1984. 9.,"박사 학위 방어; 직후 Raj Reddy로부터 ALV 미팅 통보, 포스닥 시작",교육,phd_graduate,grad
thorpe,1986,NavLab 1 (쉐비 밴) 본격 가동; 같은 해 아들 Leland 출생,연구·프로젝트,demo,early_career
thorpe,1990,"Dean Pomerleau, ALVINN 신경망으로 Pennsylvania Turnpike 주행 (NavLab 2, 험비)",연구·프로젝트,demo,early_career
thorpe,1990년대 중반,NavLab 3 (Dean의 Honda Accord)로 RALPH 시스템 개발,연구·프로젝트,next_gen,mid_career
thorpe,1995,"NavLab 5(폰티악 미니밴)로 D.C.→San Diego ""No Hands Across America"" 주행 (98.5% 자율)",연구·프로젝트,demo,mid_career
thorpe,1997,"San Diego I-15 Automated Highway System 데모 (NavLab 6~10), 교통부 장관 시승; AHS 종료 발표",연구·프로젝트,demo,mid_career
thorpe,1997 이후,DOT 자금으로 단일 차량 차로 이탈 충돌 회피 시스템 연구,연구·프로젝트,proj_start,mid_career
thorpe,이후,Dean Pomerleau가 AssistWare 분사 → Cognex → Takata로 매각,창업·산업,exit,mid_career
thorpe,2004~2010,Carnegie Mellon Qatar 캠퍼스 창립 학장,직업 이력,admin_role,senior
thorpe,2009년경,ALV 프로젝트 25주년 기념 행사 (Captain→General Rick Lynch 참석),학회·커뮤니티,conf_attend,senior
thorpe,2010. 11. 22.,Pittsburgh에서 Peter Asaro/Selma Šabanović와 인터뷰 진행,개인사,personal_other,senior
thorpe,인터뷰 시점,"Clarkson University 수석 부총장 겸 Provost, 박사 17명 지도; 아들 Leland가 CMU 로봇공학 석사 졸업 후 Pomerleau 회사에서 근무",직업 이력,admin_role,senior
tilbury,1966,미국 Minnesota 출생; 아버지는 Honeywell 제조엔지니어 (전기공학자),개인사,birth,k12
tilbury,어린 시절~고등학교,공립학교 진학; 고등학교 시절 프랑스어와 물리 좋아함,교육,k12_enroll,k12
tilbury,학부 시절,University of Minnesota 전기공학 전공,교육,bs_major,undergrad
tilbury,1989,UC Berkeley 전기공학 박사과정 입학,교육,phd_enroll,grad
tilbury,박사 1학기,"Shankar Sastry 로봇공학 강의 수강, 제어 분야로 진입",네트워크,mentor_meet,grad
tilbury,박사 2학기 이후,"비홀로노믹 시스템(바퀴 모바일 로봇)의 운동 계획 알고리즘 연구 (Richard Murray, Greg Walsh, Linda Bushnell과 협업)",교육,phd_thesis,grad
tilbury,1994,UC Berkeley 박사 학위 취득,교육,phd_graduate,grad
tilbury,1994,University of Michigan 기계공학과 조교수 임용 (Harris McClamroch 권유),직업 이력,hire,early_career
tilbury,1990년대 중반 이후,"제조 시스템 제어 연구 센터 참여 (Yoram Koren 디렉터, Pramod Khargonekar 등과 협업)",연구·프로젝트,proj_start,early_career
tilbury,센터 활동,"Ford, GM, Rockwell Automation, Siemens 등 산업 파트너와 협력",창업·산업,industry_collab,early_career
tilbury,센터 후기,이상 탐지 알고리즘 개발 (네트워크 트래픽 기반),연구·프로젝트,breakthrough,mid_career
tilbury,2006~2007,"U.S. Army Tank Automotive Command(Warren, MI)와 협업 시작, 로봇공학 복귀",실패·전환,pivot,mid_career
tilbury,이후,"PackBot, SuperDroid 등으로 신뢰성/사용자 인터페이스/에너지/온도 제어 연구",연구·프로젝트,proj_start,mid_career
tilbury,2014년경,American Control Conference 총괄 의장 역임,학회·커뮤니티,editorship,mid_career
tilbury,2014,University of Michigan 박사 로봇공학 프로그램 출범 (학생 8명 중 4명 여성),직업 이력,admin_role,mid_career
tilbury,인터뷰 시점,새 학생과 인간-로봇 정서 인터랙션 연구 시작 (Emily Mower Provost 협업),연구·프로젝트,proj_start,mid_career
tilbury,2015. 1. 22~23.,"College Station, Texas에서 Selma Šabanović와 인터뷰 진행 (ICRA 전여성 조직위 활동)",개인사,personal_other,mid_career
tilbury,인터뷰 시점,"Michigan에서 20년 재직, 박사 졸업생 다수가 산업/정부 진출",네트워크,student_notable,mid_career
torras,1956,"스페인 Barcelona 출생, 5남매 중 한 명, 아버지는 화학 전공자",개인사,birth,k12
torras,학부 시절,"Universitat de Barcelona에서 수학·철학 이중전공, 응용수학·컴퓨터과학 집중",교육,bs_major,undergrad
torras,학부 졸업 후,산업계 취업,직업 이력,hire,early_career
torras,대학원 진학 동기,"Michael Arbib ""Brains, Machines and Mathematics"", Frank Rosenblatt ""Perceptron"" 독서 후 미국 유학 결심",네트워크,influence,grad
torras,1979~1981,"Fulbright 장학금으로 University of Massachusetts Amherst, Michael Arbib 지도 (뇌이론 프로그램)",교육,phd_enroll,grad
torras,박사과정,"Universitat Politècnica de Catalunya(UPC), 가재 신경 시간학습 모델",교육,phd_thesis,grad
torras,박사 학위,UPC에서 신경 모델링 박사 학위 (Springer-Verlag 출판),교육,phd_graduate,grad
torras,박사 직후,"Barcelona 귀국, 신경생리학 연구가 어려워 로봇공학 직책 수락 (Puma 로봇 사용)",실패·전환,pivot,early_career
torras,1985,"IFAC 심포지엄(스페인) 조직 (귀국 4년 후, Robert Kelly·Michael Arbib·Rüdiger Dillmann 참석)",학회·커뮤니티,conf_create,early_career
torras,1992~1995,"B-LEARN 등 4개 유럽 프로젝트 진행 (PROMotion: Jean-Paul Laumond 주도, 운동 계획)",연구·프로젝트,proj_start,early_career
torras,이후,Rüdiger Dillmann의 B-LEARN 등 후속 협력,네트워크,collab_start,mid_career
torras,이후,CONNY 프로젝트(Daimler-Benz Aerospace 주도) 우주 로봇 자가보정 알고리즘 개발,연구·프로젝트,proj_start,mid_career
torras,이후,Thomson 협력 항공기 날개 검사 신경망 시스템 (특허 보유),창업·산업,industry_collab,mid_career
torras,2007,"첫 SF 소설 ""The Sentimental Mutation"" 출간 (Pedrolo·Ictineu 상 수상; 후에 The Vestigial Heart로 영문 번역)",개인사,personal_other,mid_career
torras,2010~2013,GARNICS 유럽 프로젝트 (식물 표현형 분석 로봇),연구·프로젝트,proj_start,senior
torras,2011~2014,"IntellAct 유럽 프로젝트 (지능형 행동, 우주정거장 조립 시연)",연구·프로젝트,proj_start,senior
torras,인터뷰 시점,"IEEE Transactions on Robotics 시니어 에디터, IEEE RAS 출판 부회장",학회·커뮤니티,editorship,senior
torras,인터뷰 시점,"박사 13명 지도, 5명을 같은 연구소에 유지",네트워크,student_notable,senior
torras,2015. 1. 23.,"College Station, Texas에서 Selma Šabanović와 인터뷰 진행 (ICRA 전여성 조직위)",개인사,personal_other,senior
torras,인터뷰 시점,"IRI(CSIC-UPC) Research Professor, 의류 등 변형체 조작과 보조 로봇 연구",직업 이력,admin_role,senior
torras,이후 (인터뷰 후),ERC Advanced Grant CLOTHILDE 수행,연구·프로젝트,proj_start,senior
torras,2018,"""The Vestigial Heart"" MIT Press 영문 출간",개인사,personal_other,senior
uchiyama,1949. 9. 16.,일본 Fukuoka 현 작은 마을 출생,개인사,birth,k12
uchiyama,어린 시절~청소년기,Fukuoka에서 성장; 중·고교는 Kurume시 통학 (버스+전철로 30~40분),교육,k12_enroll,k12
uchiyama,중·고교 시절,"모형 비행기 등 만들기에 흥미, 공학 진학 결심",개인사,personal_other,k12
uchiyama,1967년경,"18세에 University of Tokyo 입학, 기계공학 전공",교육,bs_enroll,undergrad
uchiyama,1972,University of Tokyo 기계공학 학사,교육,bs_graduate,undergrad
uchiyama,1972~1973,"석사과정에서 자동제어 랩 (지도교수 Sumiji Fujii) 합류, 컴퓨터 제어 기계 팔에 관심",교육,ms_enroll,grad
uchiyama,석사 시절,"3자유도 못 박는 로봇(hammering nail) 설계, Hitachi 미니컴퓨터 사용",연구·프로젝트,proj_start,grad
uchiyama,1974,University of Tokyo 기계공학 석사,교육,ms_graduate,grad
uchiyama,1974~1977,"박사과정, 동적 제어와 매니퓰레이터 운동학적 특이점 분석",교육,phd_thesis,grad
uchiyama,1977,University of Tokyo 박사 학위 취득,교육,phd_graduate,grad
uchiyama,1977,"Tohoku University(Sendai) 정밀공학과 Research Associate, Hakomori 교수 랩 합류",직업 이력,hire,early_career
uchiyama,초기 연구,"로봇 연구 잠시 중단, Kalman Filter 적용한 비정상 유동 측정 연구",실패·전환,pivot,early_career
uchiyama,1980,"Associate Professor 승진, 대학원생 지도 가능",직업 이력,promotion,early_career
uchiyama,1980년경,일본 로봇공학 부흥기에 맞춰 로봇 연구 재개; 유연 로봇 시스템·동적 센싱 연구,실패·전환,pivot,early_career
uchiyama,1980년대 초,UC Santa Barbara Research Institute 방문 연구원,교육,sabbatical_visit,early_career
uchiyama,1980년대 후반,Tokyo Tech의 Umetani 교수 권유로 NASDA 우주 로봇 연구위원회 합류,학회·커뮤니티,committee,early_career
uchiyama,1992,항공우주공학과 우주기계연구실(Space Machines Laboratory) 교수 부임,직업 이력,promotion,mid_career
uchiyama,1990년대,ETS-7 위성 텔레오퍼레이션 연구 (햅틱 마스터 암 사용),연구·프로젝트,proj_start,mid_career
uchiyama,2005년경,아이치 엑스포에서 HRP2 휴머노이드 드럼 연주 시연 (어린이 투표 1위),연구·프로젝트,demo,mid_career
uchiyama,2005년경 이후,부교수 Konno 등이 KAWADA HRP2 휴머노이드 협동 연구,연구·프로젝트,proj_start,mid_career
uchiyama,이후,UAV(무인 비행체) 연구로 확장,연구·프로젝트,proj_start,senior
uchiyama,2011,IEEE Fellow 선임,수상·명예,fellow,senior
uchiyama,2013. 11. 3.,도쿄에서 Peter Asaro와 인터뷰 진행,개인사,personal_other,senior
uchiyama,2015,IEEE Life Fellow 선임,수상·명예,fellow,senior
uchiyama,경력 누계,"약 100명 석사, 30명 이상 박사 지도 (절반 이상이 학계 진출)",네트워크,student_notable,senior
van_brussel,1944. 10. 24.,벨기에 Ieper 출생 (제1차 세계대전 격전지),개인사,birth,k12
van_brussel,학부 시절,Ostend의 Hoger Technisch Instituut에서 기계공학 전공,교육,bs_major,undergrad
van_brussel,1965,Hoger Technisch Instituut 기술공학(기계) 학위 취득,교육,bs_graduate,undergrad
van_brussel,1968,Katholieke Universiteit Leuven 전기공학 석사 학위 취득,교육,ms_graduate,grad
van_brussel,박사과정,금속 절삭 공정 동적 분석 (시스템 이론 응용),교육,phd_thesis,grad
van_brussel,1971,KU Leuven 기계공학 박사 학위 취득,교육,phd_graduate,grad
van_brussel,1971~1973,인도네시아 Bandung에서 금속산업개발센터 설립; Institut Teknologi Bandung 부교수,직업 이력,hire,early_career
van_brussel,1973년경 귀국,"KU Leuven 조교수, 동적 측정 시스템 강의 시작; 힘 제어 로봇공학 연구 주제 선택",직업 이력,hire,early_career
van_brussel,1976,SME F. W. Taylor Research Medal 수상,수상·명예,paper_award,early_career
van_brussel,1978,AACW(Active Adaptive Compliant Wrist) 개발 (세계 최초의 능동 컴플라이언스),연구·프로젝트,breakthrough,early_career
van_brussel,1979,워싱턴 ISIR 학회에서 AACW 발표 (Dan Whitney 옆자리),학회·커뮤니티,conf_attend,early_career
van_brussel,1980,Cincinnati Milacron 로봇 도입 (1998년까지 사용),연구·프로젝트,proj_start,mid_career
van_brussel,1980,KU Leuven Mechatronics·Automation 정교수 부임; PMA 부서장 취임,직업 이력,promotion,mid_career
van_brussel,1980~1993,"Division PMA(Production Engineering, Machine design and Automation) 부서장",직업 이력,admin_role,mid_career
van_brussel,1986,"Esprit 프로그램 SACODY 첫 대형 유럽 프로젝트 (KUKA·AEG 참여, 스폿용접 로봇)",연구·프로젝트,proj_start,mid_career
van_brussel,1986,"Joris De Schutter 박사 학위 취득 (제자, 후계자)",네트워크,student_notable,mid_career
van_brussel,1990,Antwerpen 회사와 자연 환경 기반 자율항법 모바일 로봇 프로젝트 시작,연구·프로젝트,proj_start,mid_career
van_brussel,1990년경,마찰 모델링 연구 시작 (Leuven 모델 개발),연구·프로젝트,breakthrough,mid_career
